Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,stay_length,income_amount,num_rooms,total_cost,income_ratio,adults_to_child,adults_to_babies,total_people,checkin_day,checkin_week,checkin_dayofweek,checkin_month,checkin_year,days_to_booking,days_to_stay_ratio
39521200,2,28,3,1,3,3,3,1,1,0,3,1,1,1,1,1,1,1,10,109,4,200,1,436,0.45871559633027525,1.0,1.0,2,13,2,4,1,2017,173,43.25
58969044,2,24,1,1,4,2,1,2,1,1,3,1,1,1,1,1,2,1,20,160,1,50,1,160,0.3125,0.5,0.5,4,6,27,3,7,2017,194,194.0
9280813,1,42,3,2,2,3,3,1,3,0,3,1,1,2,3,2,1,1,40,215,1,100,1,215,0.46511627906976744,3.0,3.0,4,25,4,2,1,2017,130,130.0
77884516,1,28,2,3,2,3,2,1,1,1,1,1,1,1,1,1,2,2,0,209,1,100,1,209,0.4784688995215311,1.0,1.0,3,19,29,2,7,2017,75,75.0
98414475,2,62,3,2,1,4,2,4,2,1,1,1,1,1,3,1,1,1,20,174,2,25,2,696,0.035919540229885055,0.5,0.5,7,6,10,0,3,2017,39,19.5
37859352,2,35,4,1,4,3,3,2,3,0,1,1,1,1,2,1,1,1,10,137,1,50,1,137,0.36496350364963503,1.5,1.5,5,30,5,0,1,2017,125,125.0
95773419,1,31,3,4,4,3,3,1,2,0,3,1,1,3,1,1,3,2,0,236,3,50,1,708,0.07062146892655367,2.0,2.0,3,6,27,3,7,2017,205,68.33333333333333
22303735,2,61,2,4,2,3,3,2,2,0,1,1,1,2,1,2,1,1,25,168,1,100,1,168,0.5952380952380952,1.0,1.0,4,20,12,0,3,2017,185,185.0
27637016,1,28,2,2,4,3,2,2,1,0,3,2,2,3,3,1,1,1,10,242,1,50,1,242,0.2066115702479339,0.5,0.5,3,15,28,5,7,2017,90,90.0
64351195,2,45,2,3,4,4,1,2,1,1,1,1,1,2,1,1,2,1,5,136,1,50,1,136,0.36764705882352944,0.5,0.5,4,10,28,0,7,2017,0,0.0
21532906,2,21,4,3,2,3,2,3,2,1,1,1,1,2,3,1,1,1,5,206,1,100,1,206,0.4854368932038835,0.6666666666666666,0.6666666666666666,6,9,23,4,6,2017,12,12.0
10579986,1,27,2,3,3,3,3,2,1,0,3,1,1,2,3,2,1,1,5,236,1,200,1,236,0.847457627118644,0.5,0.5,3,10,6,4,2,2017,80,80.0
51642550,2,24,1,1,3,2,3,2,1,0,3,2,1,1,1,1,1,1,20,134,3,200,1,402,0.4975124378109453,0.5,0.5,3,7,27,4,7,2017,114,38.0
40027800,2,22,3,3,3,3,2,2,1,0,1,2,2,1,1,1,2,2,0,162,1,200,1,162,1.2345679012345678,0.5,0.5,3,8,1,6,1,2017,136,136.0
91349224,2,41,4,3,2,3,1,2,2,0,1,1,1,1,1,2,1,1,10,175,1,100,1,175,0.5714285714285714,1.0,1.0,4,27,9,0,2,2017,34,34.0
77902080,2,44,2,4,3,3,3,2,2,0,3,1,1,1,1,2,1,1,10,138,4,200,1,552,0.36231884057971014,1.0,1.0,4,12,37,0,9,2016,195,48.75
16035793,1,53,1,3,4,3,3,2,2,1,1,1,1,3,3,1,1,2,0,121,2,50,1,242,0.2066115702479339,1.0,1.0,5,4,1,2,1,2017,31,15.5
79264877,1,37,1,3,4,3,3,1,2,0,1,1,1,2,2,1,1,1,10,168,3,50,1,504,0.0992063492063492,2.0,2.0,3,20,29,3,7,2017,72,24.0
30906622,2,55,2,2,1,1,1,2,1,0,1,1,1,2,1,2,1,1,20,100,1,25,1,100,0.25,0.5,0.5,3,20,29,3,7,2017,219,219.0
37783289,1,46,4,2,1,3,3,2,2,0,1,2,2,1,2,1,2,1,40,242,3,25,1,726,0.03443526170798898,1.0,1.0,4,20,29,3,7,2017,217,72.33333333333333
2694171,1,43,4,3,2,1,1,1,1,0,1,1,1,2,1,1,1,1,5,126,3,100,1,378,0.26455026455026454,1.0,1.0,2,5,27,2,7,2017,111,37.0
98567616,2,20,3,3,1,2,3,1,1,1,1,1,1,1,3,1,1,2,0,111,4,25,1,444,0.05630630630630631,1.0,1.0,3,5,14,2,4,2017,0,0.0
37861063,2,35,3,4,1,3,1,5,2,0,3,1,1,1,2,2,3,1,5,180,4,25,2,1440,0.017361111111111112,0.4,0.4,7,16,20,1,5,2017,31,7.75
28686289,2,62,4,4,2,3,3,1,1,0,3,1,1,2,1,1,1,1,20,148,2,100,1,296,0.33783783783783783,1.0,1.0,2,25,21,3,5,2017,126,63.0
35653397,2,28,2,3,1,2,1,2,1,0,1,1,1,1,1,2,3,2,0,113,3,25,1,339,0.07374631268436578,0.5,0.5,3,13,19,5,5,2017,154,51.333333333333336
37327381,1,40,4,4,1,3,1,1,3,1,3,1,1,1,1,2,3,1,40,117,3,25,1,351,0.07122507122507123,3.0,3.0,5,21,29,4,7,2017,213,71.0
4612774,1,45,2,1,4,4,1,2,1,0,3,2,1,2,2,2,1,1,5,210,3,50,1,630,0.07936507936507936,0.5,0.5,3,26,43,2,10,2016,168,56.0
3827122,1,55,3,1,1,1,2,3,2,0,1,1,1,1,1,1,1,1,5,182,1,25,1,182,0.13736263736263737,0.6666666666666666,0.6666666666666666,5,23,21,1,5,2017,220,220.0
61934573,1,47,3,4,2,3,1,3,1,0,1,1,1,2,3,1,1,1,5,248,1,100,1,248,0.4032258064516129,0.3333333333333333,0.3333333333333333,4,7,14,4,4,2017,101,101.0
53830204,2,45,1,3,3,1,3,3,2,1,1,2,1,1,1,1,1,1,25,241,2,200,1,482,0.4149377593360996,0.6666666666666666,0.6666666666666666,6,7,14,4,4,2017,134,67.0
59406255,2,46,1,4,2,3,1,2,2,0,1,2,2,1,2,1,3,1,5,241,1,100,1,241,0.4149377593360996,1.0,1.0,4,22,21,0,5,2017,100,100.0
51568053,1,56,3,3,4,4,2,2,1,0,1,2,1,1,2,1,1,2,0,200,4,50,1,800,0.0625,0.5,0.5,3,11,2,2,1,2017,0,0.0
35708263,1,39,2,3,2,4,3,4,3,0,1,2,1,1,1,1,2,1,25,167,1,100,2,334,0.2994011976047904,0.75,0.75,7,16,11,3,3,2017,69,69.0
48743555,1,26,2,1,3,1,2,1,2,0,1,1,1,1,3,2,1,1,20,233,1,200,1,233,0.8583690987124464,2.0,2.0,3,22,34,0,8,2016,140,140.0
38727631,1,47,2,2,1,3,1,1,1,0,3,1,1,1,3,1,3,1,5,175,1,25,1,175,0.14285714285714285,1.0,1.0,2,21,12,1,3,2017,64,64.0
48826087,1,45,2,1,4,3,2,1,1,0,3,1,1,1,1,2,3,1,25,206,1,50,1,206,0.24271844660194175,1.0,1.0,2,12,24,0,6,2017,100,100.0
61310700,1,51,1,4,1,2,1,5,3,1,3,1,1,2,1,1,3,1,40,167,2,25,2,668,0.0374251497005988,0.6,0.6,9,10,28,0,7,2017,17,8.5
81806354,1,66,2,2,4,4,1,1,1,0,3,1,1,1,2,1,1,1,25,242,2,50,1,484,0.10330578512396695,1.0,1.0,2,27,17,3,4,2017,208,104.0
80085965,1,68,3,1,1,1,1,5,1,0,3,1,1,2,1,1,1,2,0,215,1,25,2,430,0.05813953488372093,0.2,0.2,6,1,18,0,5,2017,27,27.0
85139194,2,59,2,2,4,3,1,1,1,0,1,1,1,1,1,2,1,1,25,180,1,50,1,180,0.2777777777777778,1.0,1.0,2,25,25,6,6,2017,170,170.0
66373615,1,63,1,1,1,1,2,3,1,1,1,2,2,1,3,1,2,1,10,244,3,25,1,732,0.03415300546448088,0.3333333333333333,0.3333333333333333,5,19,3,3,1,2017,196,65.33333333333333
4032953,1,40,2,1,2,1,3,3,1,0,3,2,2,1,2,1,2,2,0,248,1,100,1,248,0.4032258064516129,0.3333333333333333,0.3333333333333333,4,16,11,3,3,2017,125,125.0
77126705,2,60,2,4,2,4,2,2,1,0,1,2,1,1,2,1,1,1,40,212,1,100,1,212,0.4716981132075472,0.5,0.5,3,24,43,0,10,2016,66,66.0
878147,2,31,3,3,2,1,1,2,1,0,1,2,1,3,2,1,3,1,10,214,2,100,1,428,0.2336448598130841,0.5,0.5,3,22,12,2,3,2017,160,80.0
51215887,2,28,1,1,4,1,2,2,3,0,3,1,1,2,2,2,1,1,20,158,3,50,1,474,0.10548523206751055,1.5,1.5,5,22,21,0,5,2017,166,55.333333333333336
15054089,1,24,3,4,3,3,1,2,1,0,1,2,2,2,3,1,1,1,25,219,2,200,1,438,0.45662100456621,0.5,0.5,3,4,5,5,2,2017,64,32.0
14619319,1,27,1,3,1,3,1,2,1,1,3,1,1,1,1,2,3,2,0,202,1,25,1,202,0.12376237623762376,0.5,0.5,4,16,7,3,2,2017,96,96.0
15399625,2,44,1,4,1,4,1,2,1,0,3,1,1,1,1,1,2,2,0,167,1,25,1,167,0.1497005988023952,0.5,0.5,3,16,7,3,2,2017,52,52.0
17527761,2,66,1,3,1,3,1,2,1,1,1,1,1,3,3,1,2,1,20,210,2,25,1,420,0.05952380952380952,0.5,0.5,4,22,12,2,3,2017,179,89.5
19995098,1,48,1,3,4,4,3,3,2,0,1,1,1,1,1,1,1,1,20,168,2,50,1,336,0.1488095238095238,0.6666666666666666,0.6666666666666666,5,24,43,0,10,2016,152,76.0
18739524,1,32,4,1,2,3,1,2,3,0,3,1,1,1,2,2,1,1,30,120,3,100,1,360,0.2777777777777778,1.5,1.5,5,16,11,3,3,2017,51,17.0
90217134,2,25,3,4,2,4,1,1,3,0,3,2,1,2,1,1,3,1,20,125,1,100,1,125,0.8,3.0,3.0,4,22,21,0,5,2017,178,178.0
51865744,1,62,1,3,1,4,2,3,2,0,3,2,1,1,1,1,1,1,20,147,3,25,1,441,0.05668934240362812,0.6666666666666666,0.6666666666666666,5,16,7,3,2,2017,5,1.6666666666666667
803299,2,34,3,3,1,3,3,2,3,1,3,2,2,2,1,1,2,1,10,243,1,25,1,243,0.102880658436214,1.5,1.5,6,22,21,0,5,2017,23,23.0
88908216,2,38,4,2,3,4,1,1,3,0,1,1,1,2,3,1,1,1,10,172,3,200,1,516,0.3875968992248062,3.0,3.0,4,21,12,1,3,2017,55,18.333333333333332
83771843,2,22,1,3,1,4,1,2,1,0,3,1,1,1,2,1,1,1,25,193,1,25,1,193,0.12953367875647667,0.5,0.5,3,16,7,3,2,2017,97,97.0
24402419,1,52,2,1,2,3,2,2,1,0,3,1,1,1,1,1,1,1,30,237,1,100,1,237,0.4219409282700422,0.5,0.5,3,16,7,3,2,2017,187,187.0
49334170,2,43,3,2,4,3,3,2,2,0,3,1,1,1,3,1,1,2,0,227,3,50,1,681,0.07342143906020558,1.0,1.0,4,22,21,0,5,2017,6,2.0
36903371,1,32,3,1,2,1,1,2,3,0,1,1,1,1,3,2,2,1,20,248,1,100,1,248,0.4032258064516129,1.5,1.5,5,15,24,3,6,2017,48,48.0
67974808,1,46,4,3,1,2,3,2,2,2,1,2,2,1,1,1,1,1,10,244,1,25,1,244,0.10245901639344263,1.0,1.0,6,27,4,4,1,2017,197,197.0
34347896,2,47,1,4,2,4,2,1,3,0,1,1,1,1,1,1,1,1,20,220,2,100,1,440,0.22727272727272727,3.0,3.0,4,24,43,0,10,2016,13,6.5
48121596,1,41,4,3,1,4,3,2,3,0,3,1,1,1,2,1,1,1,5,176,4,25,1,704,0.03551136363636364,1.5,1.5,5,3,27,0,7,2017,190,47.5
39939019,2,43,3,2,2,3,3,4,2,0,1,2,1,3,1,1,3,1,40,103,3,100,2,618,0.16181229773462782,0.5,0.5,6,29,26,3,6,2017,202,67.33333333333333
32599213,1,64,2,2,4,1,1,3,2,1,1,1,1,2,1,1,2,1,5,205,1,50,1,205,0.24390243902439024,0.6666666666666666,0.6666666666666666,6,7,27,4,7,2017,158,158.0
88629961,1,23,3,2,1,1,2,1,2,0,1,1,1,1,2,1,1,1,15,110,1,25,1,110,0.22727272727272727,2.0,2.0,3,25,12,5,3,2017,60,60.0
21823867,2,31,4,4,4,2,1,2,1,1,1,1,1,1,1,2,3,1,20,227,1,50,1,227,0.22026431718061673,0.5,0.5,4,3,18,2,5,2017,192,192.0
21367737,1,50,3,4,4,4,1,2,2,0,1,1,1,1,1,1,1,1,5,191,3,50,1,573,0.08726003490401396,1.0,1.0,4,17,24,5,6,2017,75,25.0
10568800,2,38,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,2,0,248,4,100,1,992,0.10080645161290322,0.5,0.5,3,17,24,5,6,2017,168,42.0
3159584,1,50,2,3,4,2,1,1,2,0,1,2,2,1,1,1,2,1,25,118,3,50,1,354,0.14124293785310735,2.0,2.0,3,10,23,5,6,2017,111,37.0
76769442,1,65,4,1,2,2,3,2,1,1,1,1,1,1,3,1,1,1,20,106,2,100,1,212,0.4716981132075472,0.5,0.5,4,19,25,0,6,2017,152,76.0
53891368,2,55,4,3,4,4,1,4,2,0,1,1,1,3,1,1,2,1,20,163,1,50,2,326,0.15337423312883436,0.5,0.5,6,22,25,3,6,2017,40,40.0
44125719,2,50,1,1,2,4,3,2,1,0,1,1,1,1,3,1,1,1,20,219,1,100,1,219,0.45662100456621,0.5,0.5,3,11,28,1,7,2017,204,204.0
81395396,2,27,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,0,238,1,100,1,238,0.42016806722689076,1.0,1.0,3,23,25,4,6,2017,85,85.0
87101267,1,37,2,2,4,1,2,2,1,1,1,1,1,2,3,2,2,1,10,209,1,50,1,209,0.23923444976076555,0.5,0.5,4,14,11,1,3,2017,104,104.0
95018459,2,27,4,1,2,3,3,2,1,0,1,2,2,3,3,1,3,1,20,131,2,100,1,262,0.3816793893129771,0.5,0.5,3,3,27,0,7,2017,61,30.5
18792639,1,27,4,1,1,3,1,1,1,0,3,1,1,2,3,1,1,1,10,158,3,25,1,474,0.052742616033755275,1.0,1.0,2,18,29,1,7,2017,181,60.333333333333336
30730242,2,27,1,3,1,3,1,2,1,0,3,1,1,1,1,1,1,2,0,237,1,25,1,237,0.10548523206751055,0.5,0.5,3,13,24,1,6,2017,0,0.0
23523126,2,58,1,3,2,3,1,5,2,0,1,1,1,3,1,2,2,1,30,139,4,100,2,1112,0.08992805755395683,0.4,0.4,7,6,6,0,2,2017,81,20.25
57020232,1,26,2,4,4,1,1,2,2,0,1,1,1,2,3,1,1,1,25,147,1,50,1,147,0.3401360544217687,1.0,1.0,4,29,4,6,1,2017,6,6.0
77413968,2,34,4,3,4,1,3,3,3,1,1,2,2,2,1,2,2,1,5,164,4,50,2,1312,0.038109756097560975,1.0,1.0,7,12,2,3,1,2017,143,35.75
70931789,2,35,1,1,1,3,3,2,1,1,1,2,1,1,3,2,2,1,10,220,1,25,1,220,0.11363636363636363,0.5,0.5,4,29,4,6,1,2017,120,120.0
11485978,2,45,4,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,0,212,3,25,1,636,0.03930817610062893,1.0,1.0,3,10,19,2,5,2017,31,10.333333333333334
88767976,1,56,4,4,4,3,2,2,3,0,3,1,1,1,2,1,1,2,0,108,2,50,1,216,0.23148148148148148,1.5,1.5,5,24,25,5,6,2017,123,61.5
84729534,1,23,3,3,1,2,3,1,1,0,1,1,1,1,1,1,1,1,20,177,2,25,1,354,0.07062146892655367,1.0,1.0,2,22,8,2,2,2017,93,46.5
41343769,2,41,2,3,3,2,1,2,2,1,3,1,1,2,2,1,1,2,0,180,4,200,1,720,0.2777777777777778,1.0,1.0,5,10,19,2,5,2017,86,21.5
43410890,2,32,4,3,4,2,3,2,1,1,1,1,1,1,1,2,2,1,5,171,1,50,1,171,0.29239766081871343,0.5,0.5,4,1,5,2,2,2017,70,70.0
73035691,2,46,4,2,4,3,1,2,1,0,1,1,1,2,1,1,2,1,15,150,1,50,1,150,0.3333333333333333,0.5,0.5,3,4,1,2,1,2017,45,45.0
43758077,1,64,2,2,4,2,1,4,1,1,1,1,1,2,1,1,1,1,20,167,1,50,1,167,0.2994011976047904,0.25,0.25,6,24,30,0,7,2017,47,47.0
63724328,1,25,4,1,2,1,2,3,2,0,1,2,1,2,3,1,1,2,0,165,3,100,1,495,0.20202020202020202,0.6666666666666666,0.6666666666666666,5,11,28,1,7,2017,136,45.333333333333336
5879585,1,52,2,1,4,4,1,2,2,0,1,2,1,1,3,1,3,1,5,133,2,50,1,266,0.18796992481203006,1.0,1.0,4,8,10,2,3,2017,95,47.5
62076530,2,49,3,1,1,4,3,2,1,1,1,2,2,1,2,1,1,1,10,108,3,25,1,324,0.07716049382716049,0.5,0.5,4,13,15,3,4,2017,25,8.333333333333334
23872928,1,39,2,1,4,3,1,2,1,0,1,1,1,3,1,1,2,1,20,167,1,50,1,167,0.2994011976047904,0.5,0.5,3,23,25,4,6,2017,52,52.0
14481033,2,61,3,3,4,3,2,2,2,1,1,1,1,1,3,1,1,1,10,176,1,50,1,176,0.2840909090909091,1.0,1.0,5,11,28,1,7,2017,173,173.0
51751524,2,55,4,1,4,4,3,2,3,0,3,2,2,2,2,1,3,2,0,190,1,50,1,190,0.2631578947368421,1.5,1.5,5,25,4,2,1,2017,102,102.0
60521244,2,66,1,2,1,3,3,3,2,1,1,2,1,1,1,1,1,1,5,220,2,25,1,440,0.056818181818181816,0.6666666666666666,0.6666666666666666,6,1,26,5,7,2017,120,60.0
13070029,1,65,3,3,2,3,2,5,2,0,3,2,1,2,1,1,1,1,10,125,4,100,2,1000,0.1,0.4,0.4,7,24,8,4,2,2017,35,8.75
1300846,2,57,1,2,1,2,2,1,3,0,3,1,1,2,1,2,1,1,5,149,1,25,1,149,0.16778523489932887,3.0,3.0,4,2,18,1,5,2017,170,170.0
31596498,1,64,1,3,3,3,2,3,1,0,1,1,1,1,3,1,3,1,10,130,3,200,1,390,0.5128205128205128,0.3333333333333333,0.3333333333333333,4,2,22,4,6,2017,63,21.0
79264553,1,53,1,3,3,3,1,4,3,1,3,1,1,1,1,1,1,1,15,234,2,200,2,936,0.21367521367521367,0.75,0.75,8,30,17,6,4,2017,203,101.5
46016209,1,53,4,3,1,4,3,2,3,1,1,1,1,2,1,1,1,1,40,214,1,25,1,214,0.11682242990654206,1.5,1.5,6,13,28,3,7,2017,187,187.0
2937725,1,58,4,3,3,2,3,1,3,0,3,1,1,3,1,1,3,1,10,246,3,200,1,738,0.27100271002710025,3.0,3.0,4,25,4,2,1,2017,175,58.333333333333336
73128278,1,62,4,3,1,3,1,3,2,0,3,1,1,2,1,2,2,2,0,207,1,25,1,207,0.12077294685990338,0.6666666666666666,0.6666666666666666,5,25,4,2,1,2017,71,71.0
42864544,1,55,4,3,1,3,3,2,2,0,3,1,1,1,3,1,1,1,25,146,2,25,1,292,0.08561643835616438,1.0,1.0,4,23,16,6,4,2017,7,3.5
4283158,2,56,4,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,10,165,1,100,1,165,0.6060606060606061,1.0,1.0,5,21,3,5,1,2017,98,98.0
93117111,2,34,3,4,2,1,3,5,2,0,3,1,1,1,2,1,1,1,5,128,1,100,2,256,0.390625,0.4,0.4,7,23,16,6,4,2017,184,184.0
39380347,1,70,2,2,1,4,3,2,1,0,1,1,1,1,1,2,1,1,30,144,1,25,1,144,0.1736111111111111,0.5,0.5,3,6,23,1,6,2017,38,38.0
6874698,2,31,2,4,2,1,2,1,1,0,3,1,1,1,1,1,2,1,10,168,3,100,1,504,0.1984126984126984,1.0,1.0,2,21,3,5,1,2017,107,35.666666666666664
3175802,2,27,2,3,4,2,1,1,2,0,3,2,1,1,1,1,1,1,10,217,1,50,1,217,0.2304147465437788,2.0,2.0,3,11,32,3,8,2016,61,61.0
27041880,2,70,2,3,3,3,2,1,2,0,3,2,1,1,1,2,1,2,0,217,2,200,1,434,0.4608294930875576,2.0,2.0,3,15,2,6,1,2017,23,11.5
90806593,1,44,2,3,2,2,1,2,1,1,3,1,1,2,1,1,2,1,10,139,2,100,1,278,0.3597122302158273,0.5,0.5,4,21,3,5,1,2017,217,108.5
96519339,1,48,1,3,3,2,1,3,2,0,3,2,1,1,3,1,1,1,5,123,2,200,1,246,0.8130081300813008,0.6666666666666666,0.6666666666666666,5,15,11,2,3,2017,141,70.5
35281975,2,25,3,2,4,2,2,2,2,0,1,1,1,1,1,1,1,2,0,183,1,50,1,183,0.273224043715847,1.0,1.0,4,11,2,2,1,2017,211,211.0
24549614,1,40,4,3,2,3,2,4,1,0,3,2,2,1,1,2,1,2,0,132,1,100,1,132,0.7575757575757576,0.25,0.25,5,8,10,2,3,2017,82,82.0
54033017,1,39,4,1,2,1,1,4,2,0,1,1,1,3,1,1,1,2,0,142,2,100,2,568,0.176056338028169,0.5,0.5,6,21,3,5,1,2017,0,0.0
25980435,2,63,2,4,2,4,3,1,2,1,3,1,1,1,1,1,2,1,20,102,1,100,1,102,0.9803921568627451,2.0,2.0,4,27,4,4,1,2017,101,101.0
38777652,2,50,4,3,4,3,1,5,2,2,1,2,2,2,3,1,1,1,40,159,1,50,2,318,0.15723270440251572,0.4,0.4,9,15,20,0,5,2017,191,191.0
15411211,2,45,4,2,4,4,3,2,2,0,1,1,1,1,2,1,2,1,20,114,1,50,1,114,0.43859649122807015,1.0,1.0,4,20,12,0,3,2017,6,6.0
10705481,2,50,3,2,1,4,1,2,2,0,1,1,1,1,1,1,1,1,20,241,1,25,1,241,0.1037344398340249,1.0,1.0,4,20,12,0,3,2017,121,121.0
66728407,2,67,4,4,3,3,3,2,2,0,1,1,1,1,2,2,1,1,5,239,2,200,1,478,0.41841004184100417,1.0,1.0,4,20,12,0,3,2017,215,107.5
74863993,1,43,4,4,1,4,2,5,3,0,1,2,1,1,1,2,3,1,15,186,2,25,2,744,0.033602150537634407,0.6,0.6,8,15,11,2,3,2017,101,50.5
64776968,2,23,3,4,4,1,2,1,1,1,1,2,1,1,2,1,1,1,20,126,1,50,1,126,0.3968253968253968,1.0,1.0,3,17,29,0,7,2017,15,15.0
3076304,2,36,4,3,1,3,3,2,1,0,1,1,1,1,1,1,1,1,5,131,3,25,1,393,0.06361323155216285,0.5,0.5,3,13,7,0,2,2017,148,49.333333333333336
33373346,2,46,3,1,2,3,2,2,1,0,3,1,1,1,2,2,1,1,10,186,2,100,1,372,0.26881720430107525,0.5,0.5,3,3,14,0,4,2017,88,44.0
87424342,1,21,1,4,2,4,3,2,1,1,1,1,1,2,2,1,2,1,5,153,4,100,1,612,0.16339869281045752,0.5,0.5,4,19,16,2,4,2017,78,19.5
82338513,1,39,2,3,2,3,1,3,1,0,1,2,2,3,1,1,3,2,0,245,4,100,1,980,0.10204081632653061,0.3333333333333333,0.3333333333333333,4,19,16,2,4,2017,187,46.75
27081929,1,60,2,3,3,3,2,2,1,1,3,2,1,1,1,1,1,2,0,182,1,200,1,182,1.098901098901099,0.5,0.5,4,3,14,0,4,2017,99,99.0
40942145,1,50,3,3,3,1,2,1,2,1,3,1,1,1,3,1,3,1,40,137,3,200,1,411,0.48661800486618007,2.0,2.0,4,26,26,0,6,2017,2,0.6666666666666666
99642477,2,66,3,1,2,3,2,2,2,0,1,1,1,2,1,1,2,1,5,124,1,100,1,124,0.8064516129032258,1.0,1.0,4,20,29,3,7,2017,88,88.0
60795259,2,63,2,3,4,1,3,3,1,0,1,1,1,1,2,1,1,1,25,112,1,50,1,112,0.44642857142857145,0.3333333333333333,0.3333333333333333,4,10,6,4,2,2017,34,34.0
52646663,2,23,1,3,2,4,3,4,2,1,1,1,1,2,3,1,1,1,10,177,3,100,2,1062,0.09416195856873823,0.5,0.5,7,11,2,2,1,2017,81,27.0
77088673,2,33,4,1,1,3,2,1,1,0,1,1,1,1,1,2,1,1,20,220,2,25,1,440,0.056818181818181816,1.0,1.0,2,28,13,1,3,2017,101,50.5
97028372,1,22,2,4,1,4,1,4,2,0,1,1,1,2,1,2,2,2,0,239,2,25,2,956,0.02615062761506276,0.5,0.5,6,12,28,2,7,2017,138,69.0
54968744,1,70,3,4,4,3,2,2,2,1,1,2,1,1,1,1,1,1,15,132,2,50,1,264,0.1893939393939394,1.0,1.0,5,16,28,6,7,2017,173,86.5
85085339,1,23,1,1,4,1,1,1,3,0,1,1,1,1,1,1,1,2,0,171,1,50,1,171,0.29239766081871343,3.0,3.0,4,31,22,2,5,2017,52,52.0
46476868,2,62,3,2,2,3,1,2,2,1,1,2,1,1,1,1,1,1,5,192,1,100,1,192,0.5208333333333334,1.0,1.0,5,26,12,6,3,2017,81,81.0
21763920,1,59,3,2,1,2,3,2,1,0,1,1,1,1,3,2,1,1,30,225,1,25,1,225,0.1111111111111111,0.5,0.5,3,24,25,5,6,2017,208,208.0
78166995,2,42,2,4,1,3,1,2,1,0,1,1,1,2,3,1,1,1,5,188,1,25,1,188,0.13297872340425532,0.5,0.5,3,9,10,3,3,2017,207,207.0
96314205,2,45,4,1,1,1,3,1,3,0,1,1,1,2,1,2,1,1,15,126,3,25,1,378,0.06613756613756613,3.0,3.0,4,23,8,3,2,2017,81,27.0
20918871,2,35,4,1,1,1,3,4,1,0,1,2,2,2,1,1,2,1,20,237,3,25,1,711,0.035161744022503515,0.25,0.25,5,26,30,2,7,2017,218,72.66666666666667
46855450,2,46,2,3,2,1,1,2,2,0,1,1,1,1,1,2,2,1,20,147,1,100,1,147,0.6802721088435374,1.0,1.0,4,2,5,3,2,2017,111,111.0
96169255,2,43,3,4,4,2,2,2,2,0,1,1,1,1,1,1,2,1,10,204,4,50,1,816,0.061274509803921566,1.0,1.0,4,26,30,2,7,2017,45,11.25
83272264,2,51,4,1,1,2,2,4,1,0,1,1,1,3,1,2,1,1,5,145,1,25,1,145,0.1724137931034483,0.25,0.25,5,12,6,6,2,2017,77,77.0
98261315,2,30,1,4,4,2,2,2,2,1,3,1,1,2,1,1,3,2,0,245,2,50,1,490,0.10204081632653061,1.0,1.0,5,9,27,6,7,2017,76,38.0
70963562,2,67,4,3,4,4,3,2,3,0,1,1,1,1,1,1,2,1,20,100,3,50,1,300,0.16666666666666666,1.5,1.5,5,2,26,6,7,2017,105,35.0
84791163,1,61,3,3,1,4,3,2,1,0,1,1,1,1,1,2,2,1,15,213,1,25,1,213,0.11737089201877934,0.5,0.5,3,19,25,0,6,2017,108,108.0
56716168,1,30,2,3,3,3,1,2,2,0,1,2,1,1,1,1,1,1,10,149,3,200,1,447,0.44742729306487694,1.0,1.0,4,19,25,0,6,2017,215,71.66666666666667
55723673,2,42,1,3,2,2,3,2,1,0,1,2,2,1,3,2,1,1,5,130,1,100,1,130,0.7692307692307693,0.5,0.5,3,1,9,2,3,2017,83,83.0
25593269,1,43,2,1,1,4,2,2,2,0,1,1,1,1,1,1,3,1,30,180,1,25,1,180,0.1388888888888889,1.0,1.0,4,6,27,3,7,2017,172,172.0
56397266,2,30,3,3,3,1,1,1,2,0,3,1,1,1,3,2,1,1,30,161,4,200,1,644,0.3105590062111801,2.0,2.0,3,9,27,6,7,2017,31,7.75
79284998,2,32,1,1,4,3,2,2,1,0,1,2,1,1,2,1,1,1,5,182,1,50,1,182,0.27472527472527475,0.5,0.5,3,19,25,0,6,2017,92,92.0
17669957,1,58,2,3,2,2,2,2,3,0,3,2,2,1,1,1,2,1,10,237,1,100,1,237,0.4219409282700422,1.5,1.5,5,24,8,4,2,2017,3,3.0
82441846,2,23,2,3,1,1,2,2,3,0,1,2,2,1,3,1,2,2,0,235,1,25,1,235,0.10638297872340426,1.5,1.5,5,25,4,2,1,2017,116,116.0
18919230,1,42,4,4,3,2,1,1,1,0,1,1,1,1,3,2,2,1,10,248,2,200,1,496,0.4032258064516129,1.0,1.0,2,25,4,2,1,2017,51,25.5
72039347,1,46,2,4,1,4,2,2,3,0,1,1,1,1,1,1,1,2,0,217,1,25,1,217,0.1152073732718894,1.5,1.5,5,27,30,3,7,2017,197,197.0
